Title,Product Number,Image,Size,Packaging,Inner Price,Case Price,UPC,Availability,Description,Features
"Plastic Charger Plate 13"" - Rose Gold",15-0605RG,https://portofino.azureedge.net/15-0605RG.jpg,"13""",24EA/INNER / 24EA/CASE,$2.15 EA,$2.15 EA,745910732992,36 Cases and 0 Inner,All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.,
"Plastic Charger Plate 13"" - Silver",15-0605SV,https://portofino.azureedge.net/15-0605sv.jpg,"13""",24EA/INNER / 24EA/CASE,$2.15 EA,$2.15 EA,745910718606,172 Cases and 0 Inner,"Create a stylish table setting with our round plastic charger plate. This 13"" plate can be enhanced with candles, crystal fillers, sand and so much more to create a beautiful centerpiece. Item is not dishwasher safe. Hand wash only.    All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.",
"Plastic Reef Charger Plate 13"" - Gold",15-0632GD,https://portofino.azureedge.net/15-0632GD.jpg,"13"" x ½""",24EA/INNER / 24EA/CASE,$2.15 EA,$2.15 EA,745910722221,144 Cases and 0 Inner,"Create a stylish table setting with our round plastic charger plate. This 13"" plate can be enhanced with candles, crystal fillers, sand and so much more to create a beautiful centerpiece. Item is not dishwasher safe. Hand wash only.    All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.",
"Plastic Reef Charger Plate 13"" - Rose Gold",15-0632RG,https://portofino.azureedge.net/15-0632RG.jpg,"13"" x ½""",24EA/INNER / 24EA/CASE,$2.15 EA,$2.15 EA,745910725550,Please contact us for availability.,"Create a stylish table setting with our round plastic charger plate. This 13"" plate can be enhanced with candles, crystal fillers, sand and so much more to create a beautiful centerpiece. Item is not dishwasher safe. Hand wash only.    All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.",
"Plastic Reef Charger Plate 13"" - Silver",15-0632SV,https://portofino.azureedge.net/15-0632SV.jpg,"13"" x ½""",24EA/INNER / 24EA/CASE,$2.15 EA,$2.15 EA,745910722238,29 Cases and 0 Inner,"Create a stylish table setting with our round plastic charger plate. This 13"" plate can be enhanced with candles, crystal fillers, sand and so much more to create a beautiful centerpiece. Item is not dishwasher safe. Hand wash only.    All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.",
"Plastic Charger Plate 13"" - Gold",15-0708GD,https://portofino.azureedge.net/15-0708GD.jpg,"13""",24EA/INNER / 24EA/CASE,$2.15 EA,$2.15 EA,745910732923,31 Cases and 0 Inner,All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.,
"Plastic Charger Plate 13"" - Rose Gold",15-0708RG,https://portofino.azureedge.net/15-0708RG.jpg,"13""",24EA/INNER / 24EA/CASE,$2.15 EA,$2.15 EA,745910732947,30 Cases and 0 Inner,All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.,
"Plastic Charger Plate 13"" - Silver",15-0708SV,https://portofino.azureedge.net/15-0708SV.jpg,"13""",24EA/INNER / 24EA/CASE,$2.15 EA,$2.15 EA,745910732930,22 Cases and 0 Inner,All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.,
"Plastic Charger Plate 13"" - Rose Gold",15-0603RG,https://portofino.azureedge.net/15-0603RG.jpg,"13""",24EA/INNER / 24EA/CASE,$2.15 EA,$2.15 EA,745910733029,2 Cases and 0 Inner,All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.,
"Plastic Charger Plate 13"" - Gold",15-0670GD,https://portofino.azureedge.net/15-0670GD.jpg,"13""",24EA/INNER / 24EA/CASE,$2.15 EA,$2.15 EA,745910723266,46 Cases and 0 Inner,"Create a stylish table setting with our round plastic charger plate. This 13"" plate can be enhanced with candles, crystal fillers, sand and so much more to create a beautiful centerpiece. Item is not dishwasher safe. Hand wash only.    All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.",
"Plastic Charger Plate 13"" - Rose Gold",15-0670RG,https://portofino.azureedge.net/15-0670RG.jpg,"13""",24EA/INNER / 24EA/CASE,$2.15 EA,$2.15 EA,745910723273,33 Cases and 0 Inner,"Create a stylish table setting with our round plastic charger plate. This 13"" plate can be enhanced with candles, crystal fillers, sand and so much more to create a beautiful centerpiece. Item is not dishwasher safe. Hand wash only.    All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.",
"Plastic Charger Plate 13"" - Silver",15-0670SV,https://portofino.azureedge.net/15-0670SV.jpg,"13""",24EA/INNER / 24EA/CASE,$2.15 EA,$2.15 EA,745910723259,45 Cases and 0 Inner,"Create a stylish table setting with our round plastic charger plate. This 13"" plate can be enhanced with candles, crystal fillers, sand and so much more to create a beautiful centerpiece. Item is not dishwasher safe. Hand wash only.    All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.",
"Beaded Plastic Charger Plate 13"" - Gold",15-0687GD,https://portofino.azureedge.net/15-0687GD.jpg,"13""",24EA/INNER / 24EA/CASE,$2.15 EA,$2.15 EA,745910727097,61 Cases and 0 Inner,All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.,
"Beaded Plastic Charger Plate 13"" - Silver",15-0687SV,https://portofino.azureedge.net/15-0687SV.jpg,"13""",24EA/INNER / 24EA/CASE,$2.15 EA,$2.15 EA,745910727103,6 Cases and 0 Inner,All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.,
"Glitter Plastic Charger Plate 13"" - Gold",15-0688GD,https://portofino.azureedge.net/15-0688GD.jpg,"13""",24EA/INNER / 24EA/CASE,$2.15 EA,$2.15 EA,745910727110,5 Cases and 0 Inner,All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.,
"Glitter Plastic Charger Plate 13"" - Silver",15-0688SV,https://portofino.azureedge.net/15-0688SV.jpg,"13""",24EA/INNER / 24EA/CASE,$2.15 EA,$2.15 EA,745910727127,1 Case and 0 Inner,All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.,
"Faux Wood Plastic Charger Plate 13"" - Brown",15-0732BR,https://portofino.azureedge.net/15-0732BR.jpg,"13""",24EA/INNER / 24EA/CASE,$2.15 EA,$2.15 EA,745910735887,24 Cases and 0 Inner,All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.,
"Faux Wood Plastic Charger Plate 13"" - Natural",15-0732NAT,https://portofino.azureedge.net/15-0732NAT.jpg,"13""",24EA/INNER / 24EA/CASE,$2.15 EA,$2.15 EA,745910735894,51 Cases and 0 Inner,All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.,
"Faux Wood Plastic Charger Plate 13"" - Stone",15-0732ST,https://portofino.azureedge.net/15-0732ST.jpg,"13""",24EA/INNER / 24EA/CASE,$2.15 EA,$2.15 EA,745910735900,53 Cases and 0 Inner,All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.,
"Plastic Charger Plate 13"" - Gold",15-0705GD,https://portofino.azureedge.net/15-0705GD.jpg,"13""",24EA/INNER / 24EA/CASE,$2.15 EA,$2.15 EA,745910732862,38 Cases and 0 Inner,All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.,
"Plastic Charger Plate 13"" - Rose Gold",15-0705RG,https://portofino.azureedge.net/15-0705RG.jpg,"13""",24EA/INNER / 24EA/CASE,$2.15 EA,$2.15 EA,745910732886,52 Cases and 0 Inner,All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.,
"Plastic Charger Plate 13"" - Silver",15-0705SV,https://portofino.azureedge.net/15-0705SV.jpg,"13""",24EA/INNER / 24EA/CASE,$2.15 EA,$2.15 EA,745910732879,28 Cases and 0 Inner,All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.,
"Plastic Charger Plate 13"" - Gold",15-0707GD,https://portofino.azureedge.net/15-0707GD.jpg,"13""",24EA/INNER / 24EA/CASE,$2.15 EA,$2.15 EA,745910732893,51 Cases and 0 Inner,All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.,
"Plastic Charger Plate 13"" - Rose Gold",15-0707RG,https://portofino.azureedge.net/15-0707RG.jpg,"13""",24EA/INNER / 24EA/CASE,$2.15 EA,$2.15 EA,745910732916,65 Cases and 0 Inner,All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.,
"Plastic Charger Plate 13"" - Silver",15-0707SV,https://portofino.azureedge.net/15-0707SV.jpg,"13""",24EA/INNER / 24EA/CASE,$2.15 EA,$2.15 EA,745910732909,33 Cases and 0 Inner,All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.,
"Plastic Charger Plate 13"" - Gold",15-0709GD,https://portofino.azureedge.net/15-0709GD.jpg,"13""",24EA/INNER / 24EA/CASE,$2.15 EA,$2.15 EA,745910732954,21 Cases and 0 Inner,All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.,
"Plastic Charger Plate 13"" - Rose Gold",15-0709RG,https://portofino.azureedge.net/15-0709RG.jpg,"13""",24EA/INNER / 24EA/CASE,$2.15 EA,$2.15 EA,745910732978,57 Cases and 0 Inner,All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.,
"Plastic Charger Plate 13"" - Silver",15-0709SV,https://portofino.azureedge.net/15-0709SV.jpg,"13""",24EA/INNER / 24EA/CASE,$2.15 EA,$2.15 EA,745910732961,37 Cases and 0 Inner,All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.,
"Plastic Charger Plate 13"" - Gold",15-0602GD,https://portofino.azureedge.net/15-0602GD.jpg,"13""",24EA/INNER / 24EA/CASE,$1.95 EA,$1.95 EA,745910718651,142 Cases and 0 Inner,"Create a stylish table setting with our round plastic charger plate. This 13"" plate can be enhanced with candles, crystal fillers, sand and so much more to create a beautiful centerpiece. Item is not dishwasher safe. Hand wash only.    All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.",
"Plastic Charger Plate 13"" - Rose Gold",15-0602RG,https://portofino.azureedge.net/15-0602RG.jpg,"13""",24EA/INNER / 24EA/CASE,$1.95 EA,$1.95 EA,745910718675,36 Cases and 0 Inner,"Create a stylish table setting with our round plastic charger plate. This 13"" plate can be enhanced with candles, crystal fillers, sand and so much more to create a beautiful centerpiece. Item is not dishwasher safe. Hand wash only.    All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.",
"Plastic Charger Plate 13"" - Silver",15-0602SV,https://portofino.azureedge.net/15-0602SV.jpg,"13""",24EA/INNER / 24EA/CASE,$1.95 EA,$1.95 EA,745910718668,111 Cases and 0 Inner,"Create a stylish table setting with our round plastic charger plate. This 13"" plate can be enhanced with candles, crystal fillers, sand and so much more to create a beautiful centerpiece. Item is not dishwasher safe. Hand wash only.    All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.",
"Square Plastic Charger Plate 13"" - Gold",15-0511GD,https://portofino.azureedge.net/15-0511GD.jpg,"13""",24EA/INNER / 24EA/CASE,$1.65 EA,$1.65 EA,745721063940,94 Cases and 0 Inner,"Create a stylish table setting with our square plastic charger plate. This 13"" plate can be enhanced with candles, crystal fillers, sand and so much more to create a beautiful centerpiece. Item is not dishwasher safe. Hand wash only.    All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.",
"Square Plastic Charger Plate 13"" - Red",15-0511RD,https://portofino.azureedge.net/15-0511RD.jpg,"13""",24EA/INNER / 24EA/CASE,$1.65 EA,$1.65 EA,745721063964,8 Cases and 0 Inner,"Create a stylish table setting with our square plastic charger plate. This 13"" plate can be enhanced with candles, crystal fillers, sand and so much more to create a beautiful centerpiece. Item is not dishwasher safe. Hand wash only.    All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.",
"Square Plastic Charger Plate 13"" - Silver",15-0511SV,https://portofino.azureedge.net/15-0511SV.jpg,"13""",24EA/INNER / 24EA/CASE,$1.65 EA,$1.65 EA,745721063933,9 Cases and 0 Inner,"Create a stylish table setting with our square plastic charger plate. This 13"" plate can be enhanced with candles, crystal fillers, sand and so much more to create a beautiful centerpiece. Item is not dishwasher safe. Hand wash only.    All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.",
"Plastic Charger Plate 13"" - Gold",15-0600GD,https://portofino.azureedge.net/15-0600GD.jpg,"13""",24EA/INNER / 24EA/CASE,$1.15 EA,$1.15 EA,745910718705,33 Cases and 0 Inner,"Create a stylish table setting with our round plastic charger plate. This 13"" plate can be enhanced with candles, crystal fillers, sand and so much more to create a beautiful centerpiece. Item is not dishwasher safe. Hand wash only.    All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.",
"Plastic Charger Plate 13"" - Red",15-0497RD,https://portofino.azureedge.net/15-0497RD.jpg,"13""",24EA/INNER / 24EA/CASE,$1.15 EA,$1.15 EA,745721063216,Please contact us for availability.,"Create a stylish table setting with our round plastic charger plate. This 13"" plate can be enhanced with candles, crystal fillers, sand and so much more to create a beautiful centerpiece. Item is not dishwasher safe. Hand wash only.    All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.",
"Plastic Charger Plate 13"" - Silver",15-0600SV,https://portofino.azureedge.net/15-0600SV.jpg,"13""",24EA/INNER / 24EA/CASE,$1.15 EA,$1.15 EA,745910718712,125 Cases and 0 Inner,"Create a stylish table setting with our round plastic charger plate. This 13"" plate can be enhanced with candles, crystal fillers, sand and so much more to create a beautiful centerpiece. Item is not dishwasher safe. Hand wash only.    All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.",
"Plastic Charger Plate 13"" - Gold",15-0604GD,https://portofino.azureedge.net/15-0604GD.jpg,"13""",24EA/INNER / 24EA/CASE,$1.15 EA,$1.15 EA,745910718613,70 Cases and 0 Inner,"Create a stylish table setting with our round plastic charger plate. This 13"" plate can be enhanced with candles, crystal fillers, sand and so much more to create a beautiful centerpiece. Item is not dishwasher safe. Hand wash only.    All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.",
